supplier_id,company_name,contact_name,email,phone,address,city,state,country,industry,rating,contract_start_date
311,"Key, Green and Perry",Vanessa Hernandez DVM,kevin64@pratt-green.com,+1-211-375-9633x99464,7164 Lowe Plaza Suite 785,New Seantown,LA,Senegal,Textiles,3.3,2023-03-01
312,Bryant-Poole,Tyler Rodriguez,lauriepatterson@wagner.biz,001-272-706-2417x8207,529 Moore Orchard,Ryanshire,VI,Lao People's Democratic Republic,Wholesale,4.9,2022-03-19
313,Lopez Inc,Daniel Perez,jennifersantiago@wood.com,616.350.3880,400 Dixon Haven,Jaredborough,NY,Greenland,Manufacturing,4.5,2023-11-10
314,Lopez-Williams,Albert Hernandez,crosbychristian@stewart.com,5622744472,100 Smith Greens,North Timothy,LA,Thailand,Textiles,2.4,2023-11-01
315,Blackburn Group,David Mccann,jorge66@owens-yoder.com,(558)891-5425,0415 Cheryl Tunnel Suite 372,Lake Andrewside,FL,Madagascar,Textiles,4.8,2023-10-03
316,Hamilton Group,Steven Knight,wyattmoore@lambert.info,+1-933-925-8384,9471 Christopher Fall,Lake Adamport,CT,Argentina,Technology,4.8,2021-12-12
317,Bowers-Savage,Janice Harris,rdaniels@munoz.com,5945231718,558 Harris Parks Apt. 874,Nicholasburgh,NH,Mongolia,Distribution,2.6,2021-04-26
318,Murphy Group,Keith Richard,ashley92@sutton-harris.biz,887-830-4458x78127,1719 Wall Fort Suite 458,West Ryanton,FL,Nigeria,Packaging,4.3,2022-02-06
319,"Hernandez, Sanchez and Carter",Andrew Ross,karen19@miller-mata.com,001-938-656-5106x3823,18720 Ruiz Court,Pittmanport,AK,Chad,Manufacturing,2.0,2021-06-23
320,"Chambers, Diaz and Walker",Terri Peterson,davidwelch@simon-mcgrath.info,3417935456,00307 Stephen Divide,Nancyhaven,IL,Gabon,Agriculture,4.6,2024-06-04
321,Morales-Kelly,Olivia Scott,briancarroll@smith.com,585.421.8957x242,72005 Madison Park,Lake Benjamin,MA,Pakistan,Agriculture,3.6,2025-04-28
322,Thornton PLC,Taylor Saunders,rmullins@mejia.com,(849)347-4626x86141,6119 Hale Court,North Rebeccaville,AL,Nigeria,Textiles,2.8,2022-09-03
323,"Jones, Stone and Thomas",Donald Hubbard,ujohnson@sanchez.org,(454)674-3841x354,849 Stephen Passage,Lake Jamie,CA,Pitcairn Islands,Packaging,2.2,2021-09-19
324,Smith-Mills,Jerry Olsen,zthomas@bradley.org,336-584-8090,1265 Stewart Rapid,Stacyland,MI,Swaziland,Wholesale,1.3,2023-11-16
325,"Fuller, Smith and Taylor",Mary Stewart,charlesrandall@johnson.com,(518)963-1904x95852,6607 Melody Stream Apt. 871,Bennetttown,VA,Estonia,Import/Export,4.1,2021-12-16
326,Phillips PLC,Steven Mcdaniel,xhawkins@jordan-horne.org,290-552-3983x2679,86809 Johnson Center,Patriciatown,CT,Mexico,Raw Materials,4.5,2025-03-26
327,Dudley and Sons,John Lewis,lovejulie@bishop-johnson.com,001-911-671-7525,99814 Waters Island Suite 477,Cainhaven,MS,Cuba,Manufacturing,2.7,2023-03-26
328,Tucker Ltd,Lindsay Morris,millerjanet@sims.com,4244424140,11795 Sandra Cliff,Lake Brittany,NY,Congo,Chemicals,3.0,2021-09-22
329,Wilson-Gonzalez,Ashley Scott,simpsonjoel@reilly.info,001-317-261-2721x8497,75121 Rodriguez Track Apt. 049,South Kimmouth,CA,Saint Vincent and the Grenadines,Distribution,3.4,2025-09-25
330,"Reynolds, Randall and Martin",Timothy Cruz,qnelson@anderson.com,+1-393-667-7104,957 Gary Expressway Apt. 878,Jacobchester,ID,Madagascar,Raw Materials,3.3,2023-10-19
331,Campbell-Norman,William Hoover,monica93@thompson.org,001-299-449-6449,65191 Romero Center Suite 451,Benjaminstad,AS,French Southern Territories,Agriculture,4.5,2024-01-28
332,Gonzalez PLC,Jodi Alvarado,hsmith@murillo.com,+1-409-505-9378x0993,09899 April Walk Suite 470,East Sean,TN,Mexico,Wholesale,3.1,2023-04-24
333,Porter-Mcintyre,Paul Weaver,manuelwyatt@johns.biz,900.467.2090,7613 Michelle Street Suite 618,Stephenmouth,NM,Djibouti,Manufacturing,1.0,2022-02-19
334,Perez-Rodriguez,Jennifer Brown,steveadams@martin.com,+1-637-969-3853x01271,7015 Martin Ramp Apt. 760,Watkinstown,NJ,Saudi Arabia,Technology,4.9,2021-10-21
335,George LLC,Joann Mcclure,wmorrison@sanders.com,523-202-8875,24493 Paula Gardens Suite 687,New Patrick,VT,Gambia,Packaging,4.6,2022-12-16
336,White PLC,Kendra Johnson,znguyen@white.com,(560)955-0125x266,21998 Anthony Station Apt. 682,New Walter,WV,Belarus,Raw Materials,3.1,2024-04-22
337,Jimenez-Mendoza,Kent Gates,matthewreid@mann.com,(883)593-7786x65836,07186 Anderson Keys Apt. 260,West Ryanhaven,NH,Niger,Packaging,4.9,2022-05-12
338,Pratt-Turner,Christopher Moreno,ryanpaul@ortiz.com,001-726-295-1423x3499,1448 Scott Wells Suite 369,Phelpsfort,NE,Jersey,Wholesale,2.7,2024-11-10
339,"Gibson, Bradshaw and Nguyen",Julie Brown,karavargas@drake.com,383.631.7535x05815,36400 Melissa Brook,Rebeccamouth,MS,Nepal,Technology,4.2,2023-09-28
340,"Randolph, Melton and Hammond",Luis Krueger,lopezkyle@short.com,(246)237-3117x74450,60814 Bradley Avenue Apt. 947,Mannview,MH,Tonga,Distribution,4.8,2022-06-25
341,Krause-Hall,Mr. Eric Moore,danielle00@vega.net,2968117645,142 Lara Heights,Brendaburgh,TN,Kazakhstan,Raw Materials,4.9,2022-04-19
342,"Mccoy, Davidson and Glass",David Randolph,heather12@smith.org,427.953.9930x72233,5054 Vargas Plains,West Benjaminport,OR,French Guiana,Manufacturing,3.9,2024-05-08
343,"Hughes, Hodges and King",Michelle Butler,bankstyler@williams.com,001-810-715-0592x3225,735 Guerra Shore,Annahaven,WV,Moldova,Chemicals,4.8,2022-02-04
344,Larson-Mcclain,Mark Estes,erodriguez@harvey-anderson.com,(306)946-2390,0471 Emily Burg Suite 766,Port Markburgh,IA,Morocco,Agriculture,3.3,2021-04-10
345,Ross Ltd,Bridget Shelton,bflynn@freeman-smith.com,001-491-465-0543x3657,51328 Jonathan Square Apt. 746,Snyderburgh,AS,Palestinian Territory,Manufacturing,2.3,2025-02-21
346,"Taylor, Sanders and Thomas",Diana Graham,powersdavid@bradshaw-anderson.com,884.234.2835,7858 Travis Falls,Stephanieview,NY,American Samoa,Packaging,1.7,2025-10-26
347,"Diaz, Marsh and Simmons",Melissa Garrett,monica82@ramirez.biz,(729)818-4254x679,41036 Robinson Loaf Apt. 553,Christychester,GA,Cook Islands,Agriculture,2.6,2025-12-12
348,Benitez LLC,Jeffrey Hood,megan11@willis-gould.com,001-244-639-7739,879 Alyssa Mount,Phillipsmouth,MS,Benin,Import/Export,4.6,2022-04-15
349,Cruz Ltd,Mark Wallace,david98@white.info,922-744-9959,832 Sosa Hollow,Andersontown,PW,Bolivia,Raw Materials,2.5,2021-11-18
350,Chandler-Aguilar,Maria Reed,rgriffin@henderson.net,001-594-801-3871x03430,6567 Turner Valleys Apt. 475,New Hannahtown,ME,Myanmar,Import/Export,2.7,2025-09-14
351,"Roberts, Bartlett and Solomon",Steven Thompson,robinsonkathryn@dixon.biz,716-360-8100x06116,4598 Hernandez Lane,North Molly,KS,Sierra Leone,Technology,4.9,2022-03-21
352,Stephens PLC,Christopher Acosta,joseph30@rivera.net,374.398.7495,4861 Catherine Run,Timothyport,VT,Saint Helena,Manufacturing,4.0,2025-02-23
353,"Barnes, Brown and Peterson",Shelly Phillips,dpaul@valencia-bates.com,968.658.3289,2832 Hill Crescent,Gonzalezville,VT,Saudi Arabia,Packaging,2.2,2022-04-25
354,"Blevins, Hampton and Jackson",Michael Vazquez,doris77@robertson.com,+1-785-453-5646x3448,495 Williams Creek,West Carl,SD,Tokelau,Distribution,3.1,2023-04-27
355,"Tran, Chapman and Stewart",David Edwards,shieldsglenn@faulkner.com,6589489315,70724 Karen Park Apt. 414,Gregoryfort,RI,Bahrain,Agriculture,4.3,2021-05-10
356,Lewis-Taylor,Nicole Berg,crystal89@johnson.com,614-256-8510x050,797 Teresa Rest,South Christopher,WA,Ethiopia,Technology,2.5,2024-07-06
357,Miller-Robinson,Margaret Smith,btorres@lane.com,592.485.1573,88500 Brett Stravenue,Catherineland,WI,Tanzania,Import/Export,2.7,2025-05-26
358,Holmes-Mckee,James Reed,beckyparsons@nguyen.com,512-475-6190,21188 Carl Knoll,Clarkmouth,MO,Croatia,Import/Export,4.8,2025-02-28
359,Hall Inc,Gerald Carter,alexandramartinez@holden-rivera.com,001-948-833-5794x88292,732 Thomas Lakes,Cynthiaville,NV,Ireland,Distribution,3.2,2025-04-22
360,Salazar Inc,Emily Newman,shane41@alexander-gardner.com,830-661-4453x01469,8419 Richard Pine Suite 737,Lake Alexandriachester,NM,Bermuda,Chemicals,1.5,2023-10-05
361,Duke-Holder,Ryan Sanchez,dsmith@hernandez.com,+1-613-515-5871,3442 Koch Mountains,North Williamchester,PR,Djibouti,Wholesale,2.5,2023-05-16
362,Newman-Holmes,Shannon Powers,huntersingleton@rivera.org,362.307.2947x9044,1919 Edwards Street,Lake Dominique,GA,Cameroon,Chemicals,2.5,2023-08-18
363,Martinez-Austin,Heather Barnes,ramirezashley@leon.com,631-404-6708x06494,97792 Connor Hollow,South Douglas,NJ,Antarctica (the territory South of 60 deg S),Agriculture,3.1,2021-12-18
364,Carter-Nash,Eric Harris,browntroy@johnston.org,+1-979-449-2677,563 Parks Viaduct,Port Phillipfort,LA,Russian Federation,Technology,4.5,2023-10-11
365,"Copeland, Jones and Kim",Cynthia Paul,rbaker@reed.biz,(632)549-3920,4130 Cathy Fords,Charleston,MI,Croatia,Technology,1.7,2022-06-02
366,"Steele, Smith and Sandoval",Thomas Chang,emily16@johnson.com,+1-953-883-8278x845,60228 Nelson Vista,Lake Karenmouth,NM,Pitcairn Islands,Distribution,4.3,2023-08-06
367,Wallace-Villarreal,Patricia Richards,bmichael@martin-evans.net,+1-922-474-7362x47579,6787 Kristin Causeway Suite 544,Bowersstad,AS,French Southern Territories,Agriculture,4.0,2024-12-08
368,Kelley-West,Benjamin Bowen,pdudley@smith-morton.com,(893)526-4039x4613,841 Donald Corner Apt. 850,East Jenniferberg,FL,Libyan Arab Jamahiriya,Packaging,3.6,2022-07-06
369,Mcmillan-Flowers,Matthew Miller,angelica13@anderson.biz,(593)566-8701x716,31133 Wilkinson Camp Suite 096,Jillmouth,MI,Comoros,Distribution,4.5,2024-11-24
370,Stephens-Rivera,Scott Peterson,colemanjacqueline@lewis-clayton.com,643.654.8977,2898 Freeman Stravenue,Weavershire,VT,Reunion,Manufacturing,3.9,2023-05-21
371,Erickson-Pena,Douglas Brooks,paul66@kim-jones.biz,(389)736-5603,1135 Traci Manors Suite 724,Blakeside,MN,Brunei Darussalam,Packaging,3.2,2023-04-20
372,Mcdowell-Ramos,Alan Ferguson,dcasey@snow-kim.biz,001-484-489-6298,2788 Lee Cliff,Willisview,KY,Madagascar,Chemicals,2.4,2023-12-11
373,Reyes and Sons,Brooke Shaw,tara28@vasquez.net,(339)992-1096x9264,4197 Montes Fall Suite 551,Holdenstad,PW,Saint Lucia,Manufacturing,1.0,2025-10-28
374,Stewart-Kerr,Roberto Taylor,bernard63@bruce.com,430.936.2724x823,695 Patterson Streets Apt. 254,Natalieville,AZ,Philippines,Chemicals,1.8,2024-10-15
375,"Harris, Holden and Moreno",Laurie Russell,hilldean@bell-alvarez.com,822.655.7864x57017,61680 Wang Curve,Deborahmouth,WY,Japan,Raw Materials,2.9,2023-07-28
376,Martinez-Green,Trevor Hunter,campbellamy@haas-watson.com,+1-665-490-9334x162,77376 Krystal Spur,Lisamouth,FM,Puerto Rico,Distribution,1.8,2025-06-02
377,Chandler-Barnes,Christopher Daniel MD,nelsonrenee@crawford.com,001-351-586-7844x9786,499 Cory Row,Kevinstad,WV,Belarus,Raw Materials,2.7,2024-01-15
378,Young Group,Jennifer Dawson,youngkeith@hamilton.com,+1-367-241-0001x30668,50414 Mary Mews,Hughesfurt,NC,Comoros,Technology,2.2,2022-08-04
379,Dorsey-Thomas,Sharon Alvarado,lopezmary@smith.org,+1-669-684-4961x474,429 Daniel Views Suite 059,South Kurtmouth,AR,Angola,Technology,4.7,2022-10-02
380,"Ramirez, Barnes and Marks",Shelly Kaiser,michellebeltran@armstrong.info,307.553.7142x32531,2458 Bates Mission Apt. 609,Smithchester,SD,Isle of Man,Chemicals,3.5,2025-06-01
381,"Nunez, Murphy and King",Lisa Ball,danielmichelle@richardson.net,759.315.5318,582 Brooke Common,Jaimetown,SD,Malaysia,Technology,2.8,2024-12-03
382,"Smith, Conley and Sullivan",Charles Wheeler,allen90@mills.com,(316)513-4631x61940,00309 Hill Square Apt. 777,West Karenville,MI,Ethiopia,Technology,3.7,2021-04-25
383,Peters-Miles,Jacqueline Green,zwallace@smith.org,592.990.4563,1782 Little Harbor,Lake Mitchelltown,GA,Latvia,Chemicals,3.3,2021-07-11
384,Murphy-Garcia,Michelle Warren,nguyentimothy@horn.net,(622)332-0937,095 Rodriguez Viaduct,Port Vanessahaven,MI,Fiji,Technology,2.6,2026-01-19
385,Sullivan Inc,Elizabeth Martinez,vrodriguez@welch-burke.info,+1-846-368-0766x9811,91672 Kyle Mews,Welchshire,IA,French Guiana,Manufacturing,2.1,2025-09-08
386,Pitts Ltd,Gregory Lane,jennifer53@diaz.com,001-962-429-8602x77233,36087 David Extension,East Richard,MS,Congo,Agriculture,3.8,2021-09-21
387,Parker-Phillips,Jennifer Walker,stacey37@levine.net,486-991-6909x25530,28413 Johnson Alley Apt. 626,Port Tara,VI,Mozambique,Raw Materials,3.6,2025-01-03
388,"Mccoy, Lindsey and Thompson",Juan Ward,ucollins@beard-barrett.net,(438)895-5613,88976 Jenkins Course Suite 715,Anthonyberg,VI,Finland,Chemicals,3.0,2025-08-28
389,"Tran, Lane and Jones",Jessica Smith,laneshannon@wall.net,3583505047,8765 Page Brook,Michaelborough,ID,Mozambique,Packaging,3.3,2023-09-20
390,Baker Group,Samantha Barnes,gdeleon@trevino.info,(650)761-8058,708 Matthew Fork Suite 390,South Richard,MD,Guadeloupe,Packaging,4.9,2025-01-12
391,Schmidt Inc,Julia Green,bbarajas@snow.com,209.987.1400x2600,9800 Timothy Mission,West Brandonborough,VA,Solomon Islands,Wholesale,4.9,2024-08-15
392,Conley-Thompson,Cheryl Rivera,mwilliams@hawkins-norris.biz,001-338-927-9352x015,6911 Allison Lights,Justinside,KS,Jamaica,Distribution,2.6,2022-10-19
393,Miller LLC,Sarah Gonzales,aaronmacdonald@james.biz,(218)864-4354x855,4933 Lisa Ports,Timothystad,IN,Austria,Distribution,4.8,2025-12-28
394,Watts Inc,Kristen Olson,kathleenpowers@ayers.com,992.269.2855x786,969 Jennifer Mission Suite 557,Adamsland,IL,Ukraine,Technology,1.6,2022-05-19
395,"Hansen, Patel and Nelson",Maureen Jones,heather50@edwards.com,001-496-755-5411,9740 Rodriguez Plains Apt. 000,Troyville,MP,Anguilla,Technology,1.7,2022-08-12
396,"York, Schmitt and Gardner",Rachel Hunter,dwalker@rodriguez.net,(463)959-8517x44950,057 Smith Alley Suite 431,Griffinshire,ME,Bolivia,Distribution,2.5,2022-02-17
397,Griffith and Sons,Kathy Garcia,zsutton@griffith.com,519-966-3274,748 Karen Ports,Karenchester,KY,Isle of Man,Distribution,1.5,2026-01-20
398,Li Group,Steven Turner,sabrinaflores@burch.net,(297)914-9924x6579,464 Melissa Burg Suite 482,Chavezmouth,MD,Korea,Manufacturing,1.5,2024-05-25
399,"Smith, Lawson and Berg",Joshua Guerrero,maddenbrooke@shaw.biz,716-417-9550x73230,82983 Ruiz Station,Kempfurt,MA,Tonga,Import/Export,1.6,2023-11-22
400,Richards Group,Michael Black,nhart@harrell.com,(816)624-5787x207,88823 Marcus Shores Apt. 397,Danielborough,ME,Afghanistan,Technology,1.5,2024-07-31
401,Rodriguez-Jacobs,Julie Griffin,carrollkelly@edwards.com,580.829.1964,36406 Amy Island,Woodwardland,AL,Saint Vincent and the Grenadines,Technology,2.1,2021-11-21
402,Hays-Jones,Lucas Golden,garciakristopher@manning.net,001-340-952-2571x565,6155 Lowe Radial Suite 797,East Andrewmouth,UT,Lesotho,Manufacturing,2.0,2024-03-15
403,Bender Group,James Mitchell,vriley@powell.com,523-672-1806x6590,4141 Terri View Suite 015,Douglasview,WI,Tajikistan,Manufacturing,1.5,2025-11-19
404,Dominguez-Turner,Paul Hernandez,egarcia@benton.com,288-580-9577x22763,45487 Olson Manor,South Aaron,NC,United Arab Emirates,Textiles,1.3,2021-09-06
405,Gonzalez LLC,Timothy Stephens,gouldcarl@castillo-campbell.com,303.438.8427x15762,910 Green Valley,Robertsmouth,HI,Singapore,Packaging,1.1,2025-10-02
406,Mcdonald Inc,David Hernandez,elizabeth86@hernandez.info,222-572-7381x157,049 Jessica Oval Apt. 047,Morganshire,WI,French Polynesia,Textiles,5.0,2024-03-10
407,Pittman and Sons,Michael Cook,morganwilson@richardson-payne.com,(896)612-5662x36256,698 Briana Lane Suite 961,South Kerri,PA,Sri Lanka,Textiles,3.2,2023-09-25
408,Carter-Cochran,Noah Ali,hcollins@gutierrez.com,837.939.9661,14846 Donald Parkway Apt. 393,Port Megan,LA,Burkina Faso,Technology,3.5,2021-08-28
409,Thompson Group,Emily Howard,michael02@hardy.com,835.251.9531x3800,16410 Ortiz Street Suite 055,East Pamelamouth,VT,Mongolia,Import/Export,3.9,2023-11-05
410,"Soto, Fitzgerald and Klein",Morgan Gonzales,georgemonroe@velasquez.org,4098065044,524 Contreras Fort,West Mary,MD,Mauritania,Wholesale,2.9,2022-06-26
411,Carrillo Inc,Kathleen Nguyen,forbesjames@jones-tate.com,+1-583-647-6141x39503,3465 Elizabeth Walks Apt. 485,Port Jameston,WV,United States of America,Distribution,4.8,2023-04-02
412,"Richardson, Mills and Williams",Hunter Sanchez,abigail29@norman-duncan.com,397.778.7764,5999 Andrea Loaf Suite 075,Lake Bettyfort,NM,Argentina,Raw Materials,2.8,2022-11-19
413,Mclean Ltd,Angela Santos,karenschroeder@johnson.net,+1-462-358-3544,010 Jacqueline Creek,South Johnstad,TX,Micronesia,Technology,4.1,2025-02-03
414,Stanley PLC,Erika Poole,joshua96@chang.com,001-213-573-0037x3479,8154 Leonard Square Apt. 819,East Caitlinberg,NE,Saint Lucia,Raw Materials,3.1,2025-06-18
415,Christian-Ross,Eric Butler,mckenziedonald@taylor.net,505.679.5852x8495,22488 Autumn Views Suite 552,Sharonfort,IA,British Virgin Islands,Agriculture,4.5,2022-09-12
416,"Davis, Berry and Rodriguez",Joseph Harris,hrussell@wilkerson-clayton.com,700-550-5844,4364 Curtis Expressway Suite 252,North Tinaside,CT,Guinea,Distribution,2.2,2025-01-10
417,Brown LLC,Tonya Perez,johnsonandre@pruitt.com,001-989-992-9787x357,38687 Collier Squares Apt. 699,Everettstad,ID,Iran,Distribution,2.9,2021-05-01
418,"Burgess, Brock and Kelly",Patrick Young,andreasmith@snyder.org,6523249571,72258 Matthew Estates Apt. 223,West Laurenview,KS,Turks and Caicos Islands,Chemicals,1.4,2022-05-30
419,"Clark, Smith and Wood",Stacy Mccormick DVM,idavis@chen.com,(536)299-3963x56685,6286 Nunez Prairie,Lake Katherine,MD,Georgia,Agriculture,3.8,2023-08-03
420,Taylor and Sons,Shelly Walker,aparker@harmon.info,001-889-699-6714x93876,65115 Booth Inlet Suite 435,Jenniferview,GA,Rwanda,Manufacturing,2.9,2022-05-10
421,Alvarez Inc,Barbara Hoover,cunninghamsamuel@matthews-cole.com,584-986-4828,403 Kristi Plaza Suite 412,South Paul,MP,Armenia,Agriculture,4.4,2023-07-11
422,Mata PLC,Taylor Collier,uwhite@baker-carpenter.biz,3096789340,1159 Barbara Prairie Apt. 468,New Zacharyland,MO,Sudan,Manufacturing,4.6,2025-11-16
423,Reyes Group,Andrew Harris,calvin54@murphy-ibarra.com,(774)702-6404,02882 Harris Plaza Suite 503,Greenport,IA,Vanuatu,Technology,4.9,2025-02-06
424,Arroyo-Hayes,David Torres,joshua11@cooper-franklin.net,2892015392,399 Thomas Mill Suite 971,Simpsonberg,TN,New Caledonia,Chemicals,1.6,2022-04-02
425,"Ferguson, Berry and Stewart",Rodney Green,sabrina61@morgan-reed.com,253.924.3795x82173,54185 Taylor Forest,Edwardport,MI,Sao Tome and Principe,Packaging,2.0,2021-08-25
426,Griffin-Potts,Jim Richardson,xsmith@moran.com,(713)993-5306x63520,787 Kevin Lock Apt. 435,Lake Michael,KS,Colombia,Raw Materials,3.8,2024-07-01
427,Riddle-Torres,Peter Castro,jose16@lopez.com,639-237-8039x691,51748 Parker View,Diazhaven,TX,Burkina Faso,Packaging,5.0,2023-10-23
428,Dyer Inc,Tammy Terrell,melissa89@smith-valdez.com,001-957-220-8920,708 Zuniga Trafficway,Carriestad,VA,Botswana,Technology,2.9,2025-02-26
429,Lindsey-Knapp,Tyler Smith,erodriguez@crawford.org,318.275.3179,7740 Rita Cove Suite 330,Jasonchester,FM,Mauritius,Textiles,2.9,2024-11-24
430,Bennett Ltd,Dale Mcmahon,bakerrobert@decker.org,8436266416,12576 Kelly Mills,Smithland,TN,Heard Island and McDonald Islands,Agriculture,2.7,2023-10-12
431,Lindsey Ltd,Jaclyn Alvarez,christina84@miller.com,+1-955-673-2457x66898,155 Jones Place,Rodriguezfurt,GU,Saudi Arabia,Manufacturing,2.1,2022-12-12
432,"Perry, Berg and Guerrero",Misty Hogan,maria89@zavala.com,+1-390-515-9979x4944,440 Miller Hill Suite 168,Lesterbury,MD,Netherlands Antilles,Agriculture,4.1,2023-09-14
433,Skinner and Sons,Shelley Alexander,lucaspamela@hines.com,(429)300-6386,814 Diane Plain Suite 304,South Stevenborough,OR,Gabon,Packaging,2.7,2024-01-09
434,Williams Ltd,Gina Murphy,raymond61@salas-luna.org,+1-527-434-1840,26361 Jennifer Parks Suite 369,West Jaredborough,LA,Slovenia,Chemicals,3.7,2021-10-15
435,Lewis-Bailey,Isaac Miles,morganamy@thomas-potter.com,(333)784-6177,48682 David Junctions,New Colleenville,MP,Equatorial Guinea,Manufacturing,1.4,2021-05-30
436,Dean and Sons,Joseph Macdonald,leechristina@mullen.org,532-263-9806,64956 Paul Knoll Suite 741,Michaelport,AZ,Nepal,Manufacturing,3.4,2022-03-12
437,Garcia Inc,Timothy Byrd,jose37@ferguson.com,963.271.7989x0754,10568 Barnes Ports Apt. 923,West Aprilberg,HI,Syrian Arab Republic,Packaging,3.7,2021-03-03
438,"Kim, Thomas and Martinez",Debra Chambers,guy77@kelly.info,940-372-1482,56026 Castillo Prairie Apt. 268,Christinaberg,VT,Northern Mariana Islands,Packaging,2.2,2024-11-04
439,"Guerra, Green and Davis",Jennifer Taylor,erichardson@jones-nichols.com,655-461-0032,50679 Betty Village,Lake Kristin,MT,Bhutan,Agriculture,4.7,2024-01-08
440,"Rodriguez, Rodriguez and Lopez",Kevin Anderson,oortega@robinson.com,456-233-4291x62902,9278 Howard Spurs Suite 782,North Tabithaland,IA,Western Sahara,Raw Materials,2.8,2023-06-12
441,Cole-Holder,Daniel Diaz,allenjohn@chavez.com,(987)563-2788,5397 Scott Stream,Tashamouth,MN,Guadeloupe,Chemicals,4.9,2025-11-25
442,Torres and Sons,Omar Hoffman,taylormichael@bates-duffy.com,782.518.1310x37032,4306 Howell Pine,East Brittany,DE,Norway,Textiles,3.8,2021-09-19
443,"Hill, Aguilar and Stanley",Roy Gonzalez,newmanbrittany@simpson-valdez.com,+1-739-916-0712x78624,673 Tina Springs Suite 352,Bartonton,MO,Ethiopia,Technology,2.4,2021-04-07
444,Smith PLC,Tina Allison,odavis@lambert.com,(293)365-4461,215 Andrew Port,Garciaview,VT,Hungary,Technology,1.5,2023-12-26
445,Rios LLC,Amanda Brown,jackieallen@young.info,2836234806,3793 Ricardo Tunnel,West Shane,GA,Singapore,Technology,3.3,2025-06-20
446,"Edwards, Gutierrez and Clark",Tina Williams,rwilliams@jefferson.net,717-408-7400x2287,69704 Traci Port,Carterland,SC,Latvia,Wholesale,3.5,2022-02-04
447,Hampton Ltd,Anthony Coleman,tbuck@martinez.com,524.952.5388x1533,4479 Brown Lane Suite 764,Salinasside,MP,Dominican Republic,Agriculture,1.4,2025-06-20
448,Williams-Robinson,Stephen Stephens,harrisangela@mcfarland.com,+1-422-250-8771,2498 Willie Station,Lopezport,MH,Philippines,Raw Materials,4.6,2021-08-24
449,Harris-Chapman,Kevin Johnson,lindseytaylor@dawson.com,275-899-3212x805,2357 Keller Unions,Shepherdmouth,PR,Myanmar,Distribution,3.2,2022-12-29
450,West LLC,Leslie Gutierrez,smithcheryl@jordan-mcclain.org,655-469-3574x7153,3059 Jerry Centers,Toddville,GU,Pakistan,Manufacturing,1.1,2024-12-05
451,"Allen, Bowen and Chavez",Nicole Yu,michelle64@scott-lee.org,(249)653-5391x857,54388 Farley Inlet,South Michelle,VI,Poland,Technology,3.0,2021-04-15
452,Brewer Ltd,Charles Lee,harrisonshane@hughes.info,567.508.2741,0201 Hoffman Mission,Woodborough,GU,Hong Kong,Import/Export,2.4,2025-06-15
453,Burke-Pierce,Sharon Mosley,morgangregory@williams-allen.com,(885)483-4596,216 Kennedy Ferry,South Dianemouth,AL,Angola,Textiles,4.6,2025-11-27
454,"Adams, White and Moore",John Brown,rrobbins@moss.com,237.820.6380x465,779 Russell Isle Suite 576,Marvinport,DE,Faroe Islands,Wholesale,4.4,2023-10-13
455,"Johnson, Baker and Morris",Emily Strickland,seth98@flores.net,522.791.5733,85860 Alexandra Curve Suite 588,North Nicolemouth,ME,Azerbaijan,Distribution,3.2,2021-12-05
456,Marshall LLC,Alex Murray,ujones@stevens.com,280.698.8466,645 Watkins Cliffs,Youngmouth,OK,Puerto Rico,Wholesale,1.4,2025-01-20
457,"Carter, Deleon and Moreno",Matthew Hancock,jeverett@flores.com,2017470069,0673 Emily Common,Kevinmouth,CA,Thailand,Technology,3.8,2022-04-09
458,Bennett-Ibarra,Stephen Gonzalez,kimberly76@george-ortiz.com,+1-895-801-0940x913,741 Wu Inlet,Rebeccachester,CA,Burundi,Distribution,4.7,2021-03-13
459,Williams-Mitchell,Jason Frederick,rcharles@mcdowell.com,713.802.7871x34482,782 Savage Crossroad,Robertshire,NE,Jamaica,Agriculture,1.2,2025-08-10
460,Franklin Inc,Andre Woods,larsendiana@estrada-burgess.com,(527)507-8968,13342 Estrada River,West Brittanyfurt,MN,Niger,Manufacturing,1.1,2023-01-14
461,"Martin, Miller and Page",Tony Willis,donald38@hampton-martinez.com,4578417750,71440 Cristina Cape Apt. 754,West Kimberlyburgh,PR,Lao People's Democratic Republic,Wholesale,3.5,2023-08-24
462,Miller LLC,Dr. Shannon Walton,susan79@cooper.net,263-470-5480,199 Hill Fall Suite 176,Port Michaelborough,TX,Bahrain,Agriculture,3.3,2024-02-22
463,Jackson and Sons,Joshua Nelson,christymorton@matthews.com,001-976-807-5726,07076 Murphy Hills Suite 766,Taylorfurt,AL,Anguilla,Wholesale,3.1,2023-03-31
464,Garcia Inc,Kimberly Duffy,johnsonheidi@torres.com,+1-322-275-0230,8031 Carol Road Apt. 599,Port Davidtown,TX,Western Sahara,Raw Materials,2.8,2024-08-22
465,"Frost, Gonzales and Perez",Morgan White,taylorbrian@foley.com,001-488-591-3648x352,81325 Evan Ports,New Brandonberg,VT,Grenada,Distribution,1.8,2025-12-11
466,Werner Ltd,Luis Fritz,jasminepowell@marquez-taylor.net,+1-503-633-7003x8013,01802 Dunn Streets,Kellystad,LA,Bangladesh,Import/Export,1.5,2025-04-24
